id,rectimestamp,sendtimestamp,Delay millisecond,longitude,latitude,altitude,speed,Key star Number,msgCnt,TotalRcvMsgCount,TotalLostMsgCount,AID,Source_Layer2-ID,Dest MAC ID,Priority,Power(dBm),RSSI(dBm),SINR(dB),CBR(%),MCS,RSRP(dBm),EARFCN,Band,TB Size(bit),Modulation,Type,Label,attack_type,SPAT
1857,1.70E+12,1.70E+12,-289.228,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323937,92,3785,2327,3619,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1858,1.70E+12,1.70E+12,-293.213,116.493047,39.72966,23.4,4.26,53,343.79,,93,3786,2327,3619,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1859,1.70E+12,1.70E+12,-293.586,116.493047,39.72966,23.4,4.26,53,343.79,,94,3787,2327,3619,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1860,1.70E+12,1.70E+12,-292.552,116.493047,39.72966,23.4,4.26,53,343.79,,95,3788,2327,3619,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1861,1.70E+12,1.70E+12,-296.683,116.493047,39.72966,23.4,4.26,53,343.79,,96,3789,2327,3619,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1862,1.70E+12,1.70E+12,-293.57,116.493047,39.72966,23.4,4.26,53,343.79,,97,3790,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1863,1.70E+12,1.70E+12,-296.494,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323937,98,3791,2327,3619,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1864,1.70E+12,1.70E+12,-292.357,116.493047,39.72966,23.4,4.26,53,343.79,,99,3792,2327,3619,8000001,7,8,-93,-65,17,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1865,1.70E+12,1.70E+12,-294.884,116.493047,39.72966,23.4,4.26,53,343.79,,100,3793,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1866,1.70E+12,1.70E+12,-295.081,116.493047,39.72966,23.4,4.26,53,343.79,,101,3794,2327,3619,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1867,1.70E+12,1.70E+12,-296.222,116.493047,39.72966,23.4,4.26,53,343.79,,102,3795,2327,3619,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1868,1.70E+12,1.70E+12,-292.889,116.493047,39.72966,23.4,4.26,53,343.79,,103,3796,2327,3619,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1869,1.70E+12,1.70E+12,-293.71,116.493047,39.72966,23.4,4.26,53,343.79,,104,3797,2327,3619,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1870,1.70E+12,1.70E+12,-291.85,116.493047,39.72966,23.4,4.26,53,343.79,,105,3798,2327,3619,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1871,1.70E+12,1.70E+12,-289.418,116.493047,39.72966,23.4,4.26,53,343.79,,106,3799,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1872,1.70E+12,1.70E+12,-291.342,116.493047,39.72966,23.4,4.26,53,343.79,,107,3800,2327,3619,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1873,1.70E+12,1.70E+12,-295.835,116.493047,39.72966,23.4,4.26,53,343.79,,108,3801,2327,3619,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1874,1.70E+12,1.70E+12,-296.043,116.493047,39.72966,23.4,4.26,53,343.79,,109,3802,2327,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1875,1.70E+12,1.70E+12,-295.819,116.493047,39.72966,23.4,4.26,53,343.79,,110,3803,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1876,1.70E+12,1.70E+12,-293.337,116.493047,39.72966,23.4,4.26,53,343.79,,111,3804,2327,3619,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1877,1.70E+12,1.70E+12,-295.768,116.493047,39.72966,23.4,4.26,53,343.79,,112,3805,2327,3619,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1878,1.70E+12,1.70E+12,-292.795,116.493047,39.72966,23.4,4.26,53,343.79,,113,3806,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1879,1.70E+12,1.70E+12,-289.437,116.493047,39.72966,23.4,4.26,53,343.79,,114,3807,2327,3619,8000001,7,8,-93,-65,15,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1880,1.70E+12,1.70E+12,-292.377,116.493047,39.72966,23.4,4.26,53,343.79,,115,3808,2327,3619,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1881,1.70E+12,1.70E+12,-287.599,116.493047,39.72966,23.4,4.26,53,343.79,,116,3809,2327,3619,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1882,1.70E+12,1.70E+12,-293.502,116.493047,39.72966,23.4,4.26,53,343.79,,117,3810,2327,3619,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1883,1.70E+12,1.70E+12,-287.563,116.493047,39.72966,23.4,4.26,53,343.79,,118,3811,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1884,1.70E+12,1.70E+12,-294.212,116.493047,39.72966,23.4,4.26,53,343.79,,119,3812,2327,3619,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1885,1.70E+12,1.70E+12,-295.002,116.493047,39.72966,23.4,4.26,53,343.79,,120,3813,2327,3619,8000001,7,8,-93,-65,13,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1886,1.70E+12,1.70E+12,-291.868,116.493047,39.72966,23.4,4.26,53,343.79,,121,3814,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1887,1.70E+12,1.70E+12,-296.723,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323439,122,3815,2327,3619,8000001,7,8,-92,-65,18,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1888,1.70E+12,1.70E+12,-292.429,116.493047,39.72966,23.4,4.26,53,343.79,,123,3816,2327,3619,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1889,1.70E+12,1.70E+12,-297.151,116.493047,39.72966,23.4,4.26,53,343.79,,124,3817,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1890,1.70E+12,1.70E+12,-291.629,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323334,125,3818,2327,3619,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1891,1.70E+12,1.70E+12,-283.367,116.493047,39.72966,23.4,4.26,53,343.79,,126,3819,2327,3619,8000001,7,8,-93,-65,15,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1892,1.70E+12,1.70E+12,-291.648,116.493047,39.72966,23.4,4.26,53,343.79,,127,3820,2327,3619,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1893,1.70E+12,1.70E+12,-295.614,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323439,1,3821,2328,3619,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1894,1.70E+12,1.70E+12,-288.618,116.493047,39.72966,23.4,4.26,53,343.79,,2,3822,2328,3619,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1895,1.70E+12,1.70E+12,-294.514,116.493047,39.72966,23.4,4.26,53,343.79,,3,3823,2328,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1896,1.70E+12,1.70E+12,-295.251,116.493047,39.72966,23.4,4.26,53,343.79,,4,3824,2328,3619,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1897,1.70E+12,1.70E+12,-297.607,116.493047,39.72966,23.4,4.26,53,343.79,,5,3825,2328,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1898,1.70E+12,1.70E+12,-292.247,116.493047,39.72966,23.4,4.26,53,343.79,,6,3826,2328,3619,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1899,1.70E+12,1.70E+12,-296.192,116.493047,39.72966,23.4,4.26,53,343.79,,7,3827,2328,3619,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1900,1.70E+12,1.70E+12,-291.083,116.493047,39.72966,23.4,4.26,53,343.79,,8,3828,2328,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1901,1.70E+12,1.70E+12,-295.515,116.493047,39.72966,23.4,4.26,53,343.79,,9,3829,2328,3619,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1902,1.70E+12,1.70E+12,-291.549,116.493047,39.72966,23.4,4.26,53,343.79,,10,3830,2328,3619,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1903,1.70E+12,1.70E+12,-293.455,116.493047,39.72966,23.4,4.26,53,343.79,,11,3831,2328,3619,8000001,7,8,-92,-65,16,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1904,1.70E+12,1.70E+12,-286.664,116.493047,39.72966,23.4,4.26,53,343.79,,12,3832,2328,3619,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1905,1.70E+12,1.70E+12,-294.337,116.493047,39.72966,23.4,4.26,53,343.79,,13,3833,2328,3619,8000001,7,8,-92,-65,18,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1906,1.70E+12,1.70E+12,-290.633,116.493047,39.72966,23.4,4.26,53,343.79,,14,3834,2328,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1907,1.70E+12,1.70E+12,-298.107,116.493047,39.72966,23.4,4.26,53,343.79,,15,3835,2328,3619,8000001,7,8,-92,-65,16,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1908,1.70E+12,1.70E+12,-290.188,116.493047,39.72966,23.4,4.26,53,343.79,,16,3836,2328,3619,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1909,1.70E+12,1.70E+12,-296.132,116.493047,39.72966,23.4,4.26,53,343.79,,17,3837,2328,3619,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1910,1.70E+12,1.70E+12,-298.701,116.493047,39.72966,23.4,4.26,53,343.79,,18,3838,2328,3619,8000001,7,8,-92,-65,17,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1911,1.70E+12,1.70E+12,-293.959,116.493047,39.72966,23.4,4.26,53,343.79,,19,3839,2328,3619,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1912,1.70E+12,1.70E+12,-290.185,116.493047,39.72966,23.4,4.26,53,343.79,,20,3840,2328,3619,8000001,7,8,-92,-65,15,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1913,1.70E+12,1.70E+12,-290.57,116.493047,39.72966,23.4,4.26,53,343.79,,21,3841,2328,3619,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1914,1.70E+12,1.70E+12,-289.716,116.493047,39.72966,23.4,4.26,53,343.79,,22,3842,2328,3619,8000001,7,8,-93,-65,14,2,5,-93,55140,47,4264,QPSK,normal,SPAT
1915,1.70E+12,1.70E+12,-293.151,116.493047,39.72966,23.4,4.26,53,343.79,,23,3843,2328,3619,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1916,1.70E+12,1.70E+12,-298.208,116.493047,39.72966,23.4,4.26,53,343.79,,24,3844,2328,3619,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1917,1.70E+12,1.70E+12,-281.521,116.493047,39.72966,23.4,4.26,53,343.79,,25,3845,2328,3619,8000001,7,8,-93,-65,13,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1918,1.70E+12,1.70E+12,-297.704,116.493047,39.72966,23.4,4.26,53,343.79,,26,3846,2328,3619,8000001,7,8,-93,-65,17,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1919,1.70E+12,1.70E+12,-292.999,116.493047,39.72966,23.4,4.26,53,343.79,3.03E+15,27,3847,2328,3619,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1920,1.70E+12,1.70E+12,-298.438,116.493047,39.72966,23.4,4.26,53,343.79,,28,3848,2328,3619,8000001,7,8,-93,-65,14,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1921,1.70E+12,1.70E+12,-292.745,116.493047,39.72966,23.4,4.26,53,343.79,,29,3849,2328,3619,8000001,7,8,-95,-67,16,1,5,-95,55140,47,4264,QPSK,normal,SPAT
1922,1.70E+12,1.70E+12,-288.155,116.493047,39.72966,23.4,4.26,53,343.79,,30,3850,2328,3619,8000001,7,8,-96,-69,14,0,5,-96,55140,47,4264,QPSK,normal,SPAT
1923,1.70E+12,1.70E+12,-286.626,116.493047,39.72966,23.4,4.26,53,343.79,,31,3851,2328,3619,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1924,1.70E+12,1.70E+12,-296.485,116.493047,39.72966,23.4,4.26,53,343.79,,32,3852,2328,3619,8000001,7,8,-95,-68,13,1,5,-95,55140,47,4264,QPSK,normal,SPAT
1925,1.70E+12,1.70E+12,-288.189,116.493047,39.72966,23.4,4.26,53,343.79,,33,3853,2328,3619,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1926,1.70E+12,1.70E+12,-296.737,116.493047,39.72966,23.4,4.26,53,343.79,,34,3854,2328,3619,8000001,7,8,-94,-66,17,1,5,-94,55140,47,4264,QPSK,normal,SPAT
1927,1.70E+12,1.70E+12,-283.892,116.493047,39.72966,23.4,4.26,53,343.79,,35,3855,2328,3619,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1928,1.70E+12,1.70E+12,-291.253,116.493047,39.72966,23.4,4.26,52,343.79,,36,3856,2328,3619,8000001,7,8,-93,-65,16,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1929,1.70E+12,1.70E+12,-292.92,116.493047,39.72966,23.4,4.26,53,343.79,,37,3857,2328,3619,8000001,7,8,-94,-66,15,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1930,1.70E+12,1.70E+12,-297.888,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323439,38,3858,2328,3619,8000001,7,8,-92,-65,14,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1931,1.70E+12,1.70E+12,-286.579,116.493047,39.72966,23.4,4.26,53,343.79,,39,3859,2328,3619,8000001,7,8,-93,-66,14,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1932,1.70E+12,1.70E+12,-291.28,116.493047,39.72966,23.4,4.26,53,343.79,,40,3860,2328,3619,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1933,1.70E+12,1.70E+12,-291.92,116.493047,39.72966,23.4,4.26,52,343.79,797A687523323334,41,3861,2328,3619,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1934,1.70E+12,1.70E+12,-292.465,116.493047,39.72966,23.4,4.26,53,343.79,,42,3862,2328,3619,8000001,7,8,-92,-65,13,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1935,1.70E+12,1.70E+12,-298.512,116.493047,39.72966,23.4,4.26,53,343.79,,43,3863,2328,3619,8000001,7,8,-92,-65,15,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1936,1.70E+12,1.70E+12,-295.294,116.493047,39.72966,23.4,4.26,53,343.79,797A687523323439,44,3864,2328,3619,8000001,7,8,-91,-64,16,0,5,-91,55140,47,4264,QPSK,normal,SPAT
1937,1.70E+12,1.70E+12,-286.5,116.493046,39.729663,23.4,4.26,52,343.79,,45,3865,2328,3619,8000001,7,8,-91,-64,13,0,5,-91,55140,47,4264,QPSK,normal,SPAT
1938,1.70E+12,1.70E+12,-295.593,116.493046,39.729664,23.4,4.26,52,343.79,,46,3866,2328,3619,8000001,7,8,-93,-65,16,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1939,1.70E+12,1.70E+12,-293.545,116.493045,39.729667,23.2,4.26,53,343.79,,47,3867,2328,3619,8000001,7,8,-92,-65,13,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1940,1.70E+12,1.70E+12,-296.85,116.493044,39.72967,23.4,4.26,52,343.79,,48,3868,2328,3619,8000001,7,8,-93,-66,16,1,5,-93,55140,47,4264,QPSK,normal,SPAT
1941,1.70E+12,1.70E+12,-294.743,116.493043,39.729673,23.4,4.26,52,343.79,,49,3869,2328,3619,8000001,7,8,-92,-64,17,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1942,1.70E+12,1.70E+12,-295.519,116.493043,39.729675,23.4,4.26,52,343.79,797A687523323439,50,3870,2328,3619,8000001,7,8,-93,-66,15,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1943,1.70E+12,1.70E+12,-292.103,116.493042,39.729677,23.2,4.26,53,343.79,,51,3871,2328,3619,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1944,1.70E+12,1.70E+12,-295.033,116.493041,39.72968,23.2,4.26,53,343.79,,52,3872,2328,3619,8000001,7,8,-95,-68,15,2,5,-95,55140,47,4264,QPSK,normal,SPAT
1945,1.70E+12,1.70E+12,-291.359,116.493041,39.729683,23.2,4.26,53,343.79,,53,3873,2328,3619,8000001,7,8,-94,-67,16,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1946,1.70E+12,1.70E+12,-290.834,116.49304,39.729685,23.2,4.26,53,343.79,,54,3874,2328,3619,8000001,7,8,-92,-65,17,0,5,-92,55140,47,4264,QPSK,normal,SPAT
1947,1.70E+12,1.70E+12,-290.902,116.493039,39.729687,23.2,4.26,53,343.79,,55,3875,2328,3619,8000001,7,8,-95,-67,13,1,5,-95,55140,47,4264,QPSK,normal,SPAT
1948,1.70E+12,1.70E+12,-297.411,116.493039,39.729687,23.1,4.26,54,343.79,,56,3876,2328,3619,8000001,7,8,-94,-67,16,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1949,1.70E+12,1.70E+12,-291.879,116.493038,39.729688,23.1,4.26,54,343.79,3.03E+15,57,3877,2328,3619,8000001,7,8,-96,-69,16,0,5,-96,55140,47,4264,QPSK,normal,SPAT
1950,1.70E+12,1.70E+12,-288.231,116.493038,39.72969,23.1,4.26,54,343.79,,58,3878,2328,3619,8000001,7,8,-97,-69,15,1,5,-97,55140,47,4264,QPSK,normal,SPAT
1951,1.70E+12,1.70E+12,-290.363,116.493037,39.729691,23.1,4.26,54,343.79,CCC747DFBE6C0100,59,3879,2328,3619,8000001,7,8,-96,-68,17,2,5,-96,55140,47,4264,QPSK,normal,SPAT
1952,1.70E+12,1.70E+12,-291.239,116.493036,39.729692,23.2,4.26,53,343.79,,60,3880,2328,3619,8000001,7,8,-94,-67,15,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1953,1.70E+12,1.70E+12,-291.597,116.493036,39.729693,23.1,4.26,54,343.79,,61,3881,2328,3619,8000001,7,8,-93,-66,16,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1954,1.70E+12,1.70E+12,-293.034,116.493035,39.729695,23.2,4.26,53,343.79,,62,3882,2328,3619,8000001,7,8,-96,-68,15,2,5,-96,55140,47,4264,QPSK,normal,SPAT
1955,1.70E+12,1.70E+12,-290.921,116.493035,39.729696,23.2,4.26,53,343.79,,63,3883,2328,3619,8000001,7,8,-97,-69,14,0,5,-97,55140,47,4264,QPSK,normal,SPAT
1956,1.70E+12,1.70E+12,-294.138,116.493034,39.729697,23.1,4.26,54,343.79,,64,3884,2328,3619,8000001,7,8,-94,-66,16,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1957,1.70E+12,1.70E+12,-294.628,116.493033,39.729698,23.1,4.26,54,343.79,,65,3885,2328,3619,8000001,7,8,-93,-66,13,0,5,-93,55140,47,4264,QPSK,normal,SPAT
1958,1.70E+12,1.70E+12,-295.659,116.493033,39.7297,23.1,6.723,54,339.84,,66,3886,2328,3619,8000001,7,8,-94,-66,15,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1959,1.70E+12,1.70E+12,-298.911,116.493032,39.729702,23.1,6.723,54,339.84,3.03E+15,67,3887,2328,3619,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1960,1.70E+12,1.70E+12,-293.3,116.493031,39.729704,23.1,6.723,54,339.84,,68,3888,2328,3619,8000001,7,8,-91,-64,16,1,5,-91,55140,47,4264,QPSK,normal,SPAT
1961,1.70E+12,1.70E+12,-289.727,116.493029,39.729706,23.1,4.26,54,343.79,,69,3889,2328,3619,8000001,7,8,-92,-65,14,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1962,1.70E+12,1.70E+12,-294.244,116.493028,39.729708,23.1,4.26,54,343.79,,70,3890,2328,3619,8000001,7,8,-91,-64,15,1,5,-91,55140,47,4264,QPSK,normal,SPAT
1963,1.70E+12,1.70E+12,-284.092,116.493028,39.72971,23.1,4.26,54,343.79,,71,3891,2328,3619,8000001,7,8,-90,-63,13,1,5,-90,55140,47,4264,QPSK,normal,SPAT
1964,1.70E+12,1.70E+12,-286.116,116.493027,39.729711,23.1,6.723,54,339.84,,72,3892,2328,3619,8000001,7,8,-90,-63,13,1,5,-90,55140,47,4264,QPSK,normal,SPAT
1965,1.70E+12,1.70E+12,-290.584,116.493026,39.729713,23.1,6.723,54,339.84,,73,3893,2328,3619,8000001,7,8,-89,-62,13,1,5,-89,55140,47,4264,QPSK,normal,SPAT
1966,1.70E+12,1.70E+12,-294.967,116.493025,39.729715,23.1,6.723,54,339.84,,74,3894,2328,3619,8000001,7,8,-90,-62,14,1,5,-90,55140,47,4264,QPSK,normal,SPAT
1967,1.70E+12,1.70E+12,-291.607,116.493024,39.729717,23.1,7.093,54,336.31,,75,3895,2328,3619,8000001,7,8,-89,-61,14,2,5,-89,55140,47,4264,QPSK,normal,SPAT
1968,1.70E+12,1.70E+12,-291.525,116.493023,39.729719,23.1,7.093,54,336.31,,76,3896,2328,3619,8000001,7,8,-88,-61,14,2,5,-88,55140,47,4264,QPSK,normal,SPAT
1969,1.70E+12,1.70E+12,-292.59,116.493021,39.729721,23.1,6.723,54,339.84,,77,3897,2328,3619,8000001,7,8,-88,-60,14,2,5,-88,55140,47,4264,QPSK,normal,SPAT
1970,1.70E+12,1.70E+12,-291.843,116.49302,39.729722,23.1,6.723,54,339.84,797A687523323334,78,3898,2328,3619,8000001,7,8,-87,-60,16,1,5,-87,55140,47,4264,QPSK,normal,SPAT
1971,1.70E+12,1.70E+12,-290.697,116.493019,39.729723,23.1,6.723,54,339.84,,79,3899,2328,3619,8000001,7,8,-88,-60,17,3,5,-88,55140,47,4264,QPSK,normal,SPAT
1972,1.70E+12,1.70E+12,-294.138,116.493019,39.729725,23.1,7.093,54,336.31,,80,3900,2328,3619,8000001,7,8,-87,-59,14,2,5,-87,55140,47,4264,QPSK,normal,SPAT
1973,1.70E+12,1.70E+12,-291.222,116.493017,39.729727,23.1,6.723,54,339.84,,81,3901,2328,3619,8000001,7,8,-87,-59,13,1,5,-87,55140,47,4264,QPSK,normal,SPAT
1974,1.70E+12,1.70E+12,-293.379,116.493017,39.729728,23.1,6.723,54,339.84,,82,3902,2328,3619,8000001,7,8,-86,-59,16,3,5,-86,55140,47,4264,QPSK,normal,SPAT
1975,1.70E+12,1.70E+12,-298.613,116.493016,39.729729,23.1,6.723,54,339.84,,83,3903,2328,3619,8000001,7,8,-87,-59,15,3,5,-87,55140,47,4264,QPSK,normal,SPAT
1976,1.70E+12,1.70E+12,-296.069,116.493014,39.729731,23,7.093,54,336.31,,84,3904,2328,3619,8000001,7,8,-87,-59,16,2,5,-87,55140,47,4264,QPSK,normal,SPAT
1977,1.70E+12,1.70E+12,-298.513,116.493013,39.729733,23.1,7.093,54,336.31,,85,3905,2328,3619,8000001,7,8,-87,-60,17,3,5,-87,55140,47,4264,QPSK,normal,SPAT
1978,1.70E+12,1.70E+12,-296.525,116.493012,39.729734,23,7.093,54,336.31,,86,3906,2328,3619,8000001,7,8,-87,-59,16,3,5,-87,55140,47,4264,QPSK,normal,SPAT
1979,1.70E+12,1.70E+12,-298.405,116.493011,39.729736,23.1,7.093,54,336.31,797A687523323439,87,3907,2328,3619,8000001,7,8,-87,-60,17,2,5,-87,55140,47,4264,QPSK,normal,SPAT
1980,1.70E+12,1.70E+12,-296.375,116.49301,39.729737,23.1,7.093,54,336.31,,88,3908,2328,3619,8000001,7,8,-88,-60,16,2,5,-88,55140,47,4264,QPSK,normal,SPAT
1981,1.70E+12,1.70E+12,-289.413,116.493009,39.729739,23.1,7.093,54,336.31,,89,3909,2328,3619,8000001,7,8,-88,-60,16,3,5,-88,55140,47,4264,QPSK,normal,SPAT
1982,1.70E+12,1.70E+12,-293.099,116.493008,39.72974,23,7.093,54,336.31,,90,3910,2328,3619,8000001,7,8,-87,-59,16,2,5,-87,55140,47,4264,QPSK,normal,SPAT
1983,1.70E+12,1.70E+12,-291.176,116.493006,39.729742,23,7.093,54,336.31,,91,3911,2328,3619,8000001,7,8,-88,-61,16,1,5,-88,55140,47,4264,QPSK,normal,SPAT
1984,1.70E+12,1.70E+12,-295.989,116.493005,39.729744,23.1,7.093,54,336.31,,92,3912,2328,3619,8000001,7,8,-88,-61,17,1,5,-88,55140,47,4264,QPSK,normal,SPAT
1985,1.70E+12,1.70E+12,-296.919,116.493004,39.729746,23,7.093,54,336.31,,93,3913,2328,3619,8000001,7,8,-89,-62,16,2,5,-89,55140,47,4264,QPSK,normal,SPAT
1986,1.70E+12,1.70E+12,-294.419,116.493003,39.729748,23,7.093,54,336.31,,94,3914,2328,3619,8000001,7,8,-91,-63,15,1,5,-91,55140,47,4264,QPSK,normal,SPAT
1987,1.70E+12,1.70E+12,-289.73,116.493001,39.729749,23,7.093,54,336.31,,95,3915,2328,3619,8000001,7,8,-92,-64,16,1,5,-92,55140,47,4264,QPSK,normal,SPAT
1988,1.70E+12,1.70E+12,-293.612,116.493,39.729751,23,7.093,54,336.31,CCC747DFBE6C0100,96,3916,2328,3619,8000001,7,8,-94,-66,14,2,5,-94,55140,47,4264,QPSK,normal,SPAT
1989,1.70E+12,1.70E+12,-297.621,116.492998,39.729752,23,7.093,54,336.31,,97,3917,2328,3619,8000001,7,8,-94,-66,16,0,5,-94,55140,47,4264,QPSK,normal,SPAT
1990,1.70E+12,1.70E+12,-291.695,116.492997,39.729754,22.9,7.093,54,336.31,,98,3918,2328,3619,8000001,7,8,-96,-69,14,1,5,-96,55140,47,4264,QPSK,normal,SPAT
